"Mineral Name","Mineral Name (plain)","Year First Published"
"Haggertyite","Haggertyite","1996"
"Häggite","Haggite","1958"
"Hagstromite","Hagstromite","2020"
"Haidingerite","Haidingerite","1827"
"Haigerachite","Haigerachite","1997"
"Haineaultite","Haineaultite","1997"
"Hainite-(Y)","Hainite-(Y)","1893"
"Haitaite-(La)","Haitaite-(La)","2021"
"Haiweeite","Haiweeite","1959"
"Hakite-(Hg)","Hakite-(Hg)","1970"
"Halamishite","Halamishite","2013"
"Håleniusite-(La)","Haleniusite-(La)","2003"
"Halilsarpite","Halilsarpite","2019"
"Halite","Halite","1847"
"Hallimondite","Hallimondite","1965"
"Halloysite-10Å","Halloysite-10A","1934"
"Halloysite-7Å","Halloysite-7A","1826"
"Halotrichite","Halotrichite","1777"
"Halurgite","Halurgite","1962"
"Hambergite","Hambergite","1890"
"Hammarite","Hammarite","1924"
"Hanauerite","Hanauerite","2018"
"Hanawaltite","Hanawaltite","1994"
"Hancockite","Hancockite","1899"
"Hanjiangite","Hanjiangite","2009"
"Hanksite","Hanksite","1885"
"Hannayite","Hannayite","1879"
"Hannebachite","Hannebachite","1983"
"Hansblockite","Hansblockite","2015"
"Hansesmarkite","Hansesmarkite","2015"
"Hapkeite","Hapkeite","2003"
"Haradaite","Haradaite","1963"
"Hardystonite","Hardystonite","1899"
"Harkerite","Harkerite","1951"
"Harmotome","Harmotome","1801"
"Harmunite","Harmunite","2012"
"Harrisonite","Harrisonite","1991"
"Harstigite","Harstigite","1886"
"Hasanovite","Hasanovite","2020"
"Hashemite","Hashemite","1978"
"Hastingsite","Hastingsite","1896"
"Hatchite","Hatchite","1912"
"Hatertite","Hatertite","2012"
"Hatrurite","Hatrurite","1977"
"Hauchecornite","Hauchecornite","1893"
"Hauckite","Hauckite","1979"
"Hauerite","Hauerite","1846"
"Hausmannite","Hausmannite","1828"
"Haüyne","Hauyne","1807"
"Hawleyite","Hawleyite","1955"
"Hawthorneite","Hawthorneite","1988"
"Haxonite","Haxonite","1971"
"Haycockite","Haycockite","1971"
"Haydeeite","Haydeeite","2006"
"Haynesite","Haynesite","1990"
"Hazenite","Hazenite","2007"
"Heamanite-(Ce)","Heamanite-(Ce)","2020"
"Heazlewoodite","Heazlewoodite","1897"
"Hechtsbergite","Hechtsbergite","1995"
"Hectorfloresite","Hectorfloresite","1987"
"Hectorite","Hectorite","1941"
"Hedegaardite","Hedegaardite","2014"
"Hedenbergite","Hedenbergite","1819"
"Hedleyite","Hedleyite","1945"
"Hedyphane","Hedyphane","1830"
"Heftetjernite","Heftetjernite","2006"
"Heideite","Heideite","1973"
"Heidornite","Heidornite","1956"
"Heinrichite","Heinrichite","1958"
"Heisenbergite","Heisenbergite","2010"
"Hejtmanite","Hejtmanite","1989"
"Heklaite","Heklaite","2008"
"Hellandite-(Ce)","Hellandite-(Ce)","1999"
"Hellandite-(Y)","Hellandite-(Y)","1903"
"Hellyerite","Hellyerite","1959"
"Helmutwinklerite","Helmutwinklerite","1979"
"Helvine","Helvine","1817"
"Hematite","Hematite","0"
"Hematolite","Hematolite","1884"
"Hematophanite","Hematophanite","1928"
"Hemihedrite","Hemihedrite","1967"
"Hemimorphite","Hemimorphite","1853"
"Hemleyite","Hemleyite","2016"
"Hemloite","Hemloite","1987"
"Hemusite","Hemusite","1968"
"Hendekasartorite","Hendekasartorite","2015"
"Hendersonite","Hendersonite","1962"
"Hendricksite","Hendricksite","1965"
"Heneuite","Heneuite","1983"
"Henmilite","Henmilite","1981"
"Hennomartinite","Hennomartinite","1992"
"Henritermierite","Henritermierite","1968"
"Henryite","Henryite","1982"
"Henrymeyerite","Henrymeyerite","1999"
"Hentschelite","Hentschelite","1985"
"Hephaistosite","Hephaistosite","2006"
"Heptasartorite","Heptasartorite","2015"
"Herbertsmithite","Herbertsmithite","2003"
"Hercynite","Hercynite","1839"
"Herderite","Herderite","1828"
"Hereroite","Hereroite","2011"
"Hermannjahnite","Hermannjahnite","2015"
"Hermannroseite","Hermannroseite","2010"
"Herzenbergite","Herzenbergite","1934"
"Hessite","Hessite","1843"
"Hetaerolite","Hetaerolite","1877"
"Heterogenite","Heterogenite","1872"
"Heteromorphite","Heteromorphite","1849"
"Heterosite","Heterosite","1826"
"Heulandite-Ba","Heulandite-Ba","2003"
"Heulandite-Ca","Heulandite-Ca","1822"
"Heulandite-K","Heulandite-K","1997"
"Heulandite-Na","Heulandite-Na","1997"
"Heulandite-Sr","Heulandite-Sr","1997"
"Hewettite","Hewettite","1914"
"Hexacelsian","Hexacelsian","2015"
"Hexaferrum","Hexaferrum","1995"
"Hexahydrite","Hexahydrite","1911"
"Hexahydroborite","Hexahydroborite","1977"
"Hexamolybdenum","Hexamolybdenum","2007"
"Heyerdahlite","Heyerdahlite","2017"
"Heyite","Heyite","1971"
"Heyrovskýite","Heyrovskyite","1970"
"Hezuolinite","Hezuolinite","2010"
"Hiärneite","Hiarneite","1996"
"Hibbingite","Hibbingite","1991"
"Hibonite","Hibonite","1956"
"Hidalgoite","Hidalgoite","1953"
"Hielscherite","Hielscherite","2011"
"Hieratite","Hieratite","1882"
"Hilairite","Hilairite","1972"
"Hilarionite","Hilarionite","2011"
"Hilgardite","Hilgardite","1937"
"Hillebrandite","Hillebrandite","1908"
"Hillesheimite","Hillesheimite","2011"
"Hillite","Hillite","2003"
"Hingganite-(Ce)","Hingganite-(Ce)","2004"
"Hingganite-(Nd)","Hingganite-(Nd)","2019"
"Hingganite-(Y)","Hingganite-(Y)","1981"
"Hingganite-(Yb)","Hingganite-(Yb)","1982"
"Hinsdalite","Hinsdalite","1911"
"Hiortdahlite","Hiortdahlite","1890"
"Hiroseite","Hiroseite","2019"
"Hisingerite","Hisingerite","1819"
"Hitachiite","Hitachiite","2018"
"Hizenite-(Y)","Hizenite-(Y)","2011"
"Hjalmarite","Hjalmarite","2017"
"Hloušekite","Hlousekite","2013"
"Hocartite","Hocartite","1967"
"Hochelagaite","Hochelagaite","1983"
"Hodgesmithite","Hodgesmithite","2015"
"Hodgkinsonite","Hodgkinsonite","1913"
"Hodrušite","Hodrusite","1969"
"Hoelite","Hoelite","1922"
"Hoganite","Hoganite","2001"
"Hogarthite","Hogarthite","2009"
"Høgtuvaite","Hogtuvaite","1990"
"Hohmannite","Hohmannite","1888"
"Holdawayite","Holdawayite","1986"
"Holdenite","Holdenite","1927"
"Holfertite","Holfertite","2003"
"Hollandite","Hollandite","1906"
"Hollingworthite","Hollingworthite","1964"
"Hollisterite","Hollisterite","2016"
"Holmquistite","Holmquistite","1913"
"Holtedahlite","Holtedahlite","1976"
"Holtite","Holtite","1969"
"Holtstamite","Holtstamite","2003"
"Homilite","Homilite","1876"
"Honeaite","Honeaite","2015"
"Honessite","Honessite","1956"
"Hongheite","Hongheite","2017"
"Hongshiite","Hongshiite","1974"
"Honzaite","Honzaite","2014"
"Hopeite","Hopeite","1826"
"Horákite","Horakite","2017"
"Hörnesite","Hornesite","1860"
"Horomanite","Horomanite","2007"
"Horváthite-(Y)","Horvathite-(Y)","1996"
"Hotsonite","Hotsonite","1983"
"Housleyite","Housleyite","2009"
"Howardevansite","Howardevansite","1987"
"Howieite","Howieite","1964"
"Howlite","Howlite","1868"
"Hrabákite","Hrabakite","2020"
"Hsianghualite","Hsianghualite","1958"
"Huanghoite-(Ce)","Huanghoite-(Ce)","1961"
"Huangite","Huangite","1991"
"Huanzalaite","Huanzalaite","2009"
"Hubeite","Hubeite","2000"
"Hübnerite","Hubnerite","1865"
"Huemulite","Huemulite","1965"
"Huenite","Huenite","2016"
"Hügelite","Hugelite","1913"
"Hughesite","Hughesite","2009"
"Huizingite-(Al)","Huizingite-(Al)","2015"
"Hulsite","Hulsite","1908"
"Humberstonite","Humberstonite","1967"
"Humboldtine","Humboldtine","1821"
"Humite","Humite","1813"
"Hummerite","Hummerite","1951"
"Hunchunite","Hunchunite","1991"
"Hundholmenite-(Y)","Hundholmenite-(Y)","2006"
"Hungchaoite","Hungchaoite","1964"
"Huntite","Huntite","1953"
"Hureaulite","Hureaulite","1825"
"Hurlbutite","Hurlbutite","1952"
"Hutcheonite","Hutcheonite","2013"
"Hutchinsonite","Hutchinsonite","1905"
"Huttonite","Huttonite","1951"
"Hyalotekite","Hyalotekite","1877"
"Hydrobasaluminite","Hydrobasaluminite","1948"
"Hydrobiotite","Hydrobiotite","1882"
"Hydroboracite","Hydroboracite","1834"
"Hydrocalumite","Hydrocalumite","1934"
"Hydrocerussite","Hydrocerussite","1877"
"Hydrochlorborite","Hydrochlorborite","1965"
"Hydrodelhayelite","Hydrodelhayelite","1979"
"Hydrodresserite","Hydrodresserite","1976"
"Hydroglauberite","Hydroglauberite","1968"
"Hydrohalite","Hydrohalite","1847"
"Hydrohonessite","Hydrohonessite","1980"
"Hydrokenoelsmoreite","Hydrokenoelsmoreite","2003"
"Hydrokenomicrolite","Hydrokenomicrolite","2011"
"Hydrokenopyrochlore","Hydrokenopyrochlore","2017"
"Hydrokenoralstonite","Hydrokenoralstonite","1871"
"Hydromagnesite","Hydromagnesite","1828"
"Hydrombobomkulite","Hydrombobomkulite","1979"
"Hydroniumjarosite","Hydroniumjarosite","1960"
"Hydroniumpharmacoalumite","Hydroniumpharmacoalumite","2012"
"Hydroniumpharmacosiderite","Hydroniumpharmacosiderite","2010"
"Hydropascoite","Hydropascoite","2016"
"Hydroplumboelsmoreite","Hydroplumboelsmoreite","1979"
"Hydropyrochlore","Hydropyrochlore","1977"
"Hydroromarchite","Hydroromarchite","1969"
"Hydroscarbroite","Hydroscarbroite","1960"
"Hydrotalcite","Hydrotalcite","1842"
"Hydroterskite","Hydroterskite","2015"
"Hydrotungstite","Hydrotungstite","1944"
"Hydrowoodwardite","Hydrowoodwardite","1996"
"Hydroxyapophyllite-(K)","Hydroxyapophyllite-(K)","1976"
"Hydroxycalciomicrolite","Hydroxycalciomicrolite","2013"
"Hydroxycalciopyrochlore","Hydroxycalciopyrochlore","2011"
"Hydroxycalcioroméite","Hydroxycalcioromeite","1895"
"Hydroxycancrinite","Hydroxycancrinite","1990"
"Hydroxyferroroméite","Hydroxyferroromeite","2016"
"Hydroxykenoelsmoreite","Hydroxykenoelsmoreite","2016"
"Hydroxykenomicrolite","Hydroxykenomicrolite","1980"
"Hydroxykenopyrochlore","Hydroxykenopyrochlore","2017"
"Hydroxylapatite","Hydroxylapatite","1856"
"Hydroxylbastnäsite-(Ce)","Hydroxylbastnasite-(Ce)","1964"
"Hydroxylbastnäsite-(La)","Hydroxylbastnasite-(La)","2021"
"Hydroxylbastnäsite-(Nd)","Hydroxylbastnasite-(Nd)","1984"
"Hydroxylborite","Hydroxylborite","2005"
"Hydroxylchondrodite","Hydroxylchondrodite","2010"
"Hydroxylclinohumite","Hydroxylclinohumite","1998"
"Hydroxyledgrewite","Hydroxyledgrewite","2011"
"Hydroxylellestadite","Hydroxylellestadite","1937"
"Hydroxylgugiaite","Hydroxylgugiaite","2016"
"Hydroxylhedyphane","Hydroxylhedyphane","2018"
"Hydroxylherderite","Hydroxylherderite","1894"
"Hydroxylpyromorphite","Hydroxylpyromorphite","2017"
"Hydroxylwagnerite","Hydroxylwagnerite","2004"
"Hydroxymanganopyrochlore","Hydroxymanganopyrochlore","2012"
"Hydroxymcglassonite-(K)","Hydroxymcglassonite-(K)","2021"
"Hydroxynatropyrochlore","Hydroxynatropyrochlore","2017"
"Hydroxyplumbopyrochlore","Hydroxyplumbopyrochlore","2020"
"Hydrozincite","Hydrozincite","1853"
"Hylbrownite","Hylbrownite","2010"
"Hypercinnabar","Hypercinnabar","1977"
"Hyršlite","Hyrslite","2016"
"Hyttsjöite","Hyttsjoite","1993"
"Ianbruceite","Ianbruceite","2011"
"Iangreyite","Iangreyite","2009"
"Ianthinite","Ianthinite","1926"
"Ice","Ice","0"
"Ice-VII","Ice-VII","2017"
"Ichnusaite","Ichnusaite","2013"
"Icosahedrite","Icosahedrite","2010"
"Idaite","Idaite","1958"
"Idrialite","Idrialite","1832"
"Igelströmite","Igelstromite","2021"
"Iimoriite-(Y)","Iimoriite-(Y)","1967"
"Ikaite","Ikaite","1962"
"Ikranite","Ikranite","2000"
"Ikunolite","Ikunolite","1959"
"Ilesite","Ilesite","1881"
"Ilímaussite-(Ce)","Ilimaussite-(Ce)","1965"
"Ilinskite","Ilinskite","1996"
"Ilirneyite","Ilirneyite","2015"
"Illoqite-(Ce)","Illoqite-(Ce)","2021"
"Ilmajokite-(Ce)","Ilmajokite-(Ce)","1971"
"Ilmenite","Ilmenite","1827"
"Ilsemannite","Ilsemannite","1871"
"Iltisite","Iltisite","1994"
"Ilvaite","Ilvaite","1811"
"Ilyukhinite","Ilyukhinite","2015"
"Imandrite","Imandrite","1979"
"Imayoshiite","Imayoshiite","2013"
"Imhofite","Imhofite","1965"
"Imiterite","Imiterite","1983"
"Imogolite","Imogolite","1962"
"Inaglyite","Inaglyite","1983"
"Incomsartorite","Incomsartorite","2016"
"Inderborite","Inderborite","1941"
"Inderite","Inderite","1937"
"Indialite","Indialite","1954"
"Indigirite","Indigirite","1971"
"Indite","Indite","1963"
"Indium","Indium","1964"
"Inesite","Inesite","1887"
"Ingersonite","Ingersonite","1986"
"Ingodite","Ingodite","1980"
"Innelite","Innelite","1961"
"Innsbruckite","Innsbruckite","2013"
"Insizwaite","Insizwaite","1971"
"Intersilite","Intersilite","1995"
"Inyoite","Inyoite","1914"
"Iodargyrite","Iodargyrite","1962"
"Iowaite","Iowaite","1967"
"Iquiqueite","Iquiqueite","1984"
"Iranite","Iranite","1963"
"Iraqite-(La)","Iraqite-(La)","1973"
"Irarsite","Irarsite","1966"
"Irhtemite","Irhtemite","1971"
"Iridarsenite","Iridarsenite","1973"
"Iridium","Iridium","1804"
"Iriginite","Iriginite","1957"
"Irinarassite","Irinarassite","2010"
"Iron","Iron","0"
"Irtyshite","Irtyshite","1984"
"Iseite","Iseite","2012"
"Ishiharaite","Ishiharaite","2013"
"Ishikawaite","Ishikawaite","1922"
"Isoclasite","Isoclasite","1870"
"Isocubanite","Isocubanite","1983"
"Isoferroplatinum","Isoferroplatinum","1974"
"Isokite","Isokite","1955"
"Isolueshite","Isolueshite","1995"
"Isomertieite","Isomertieite","1973"
"Isovite","Isovite","1996"
"Isselite","Isselite","2019"
"Itelmenite","Itelmenite","2015"
"Itoigawaite","Itoigawaite","1998"
"Itoite","Itoite","1960"
"Itsiite","Itsiite","2013"
"Ivanyukite-Cu","Ivanyukite-Cu","2007"
"Ivanyukite-K","Ivanyukite-K","2007"
"Ivanyukite-Na","Ivanyukite-Na","2007"
"Ivsite","Ivsite","2013"
"Iwashiroite-(Y)","Iwashiroite-(Y)","2003"
"Iwateite","Iwateite","2013"
"Ixiolite","Ixiolite","1857"
"Iyoite","Iyoite","2013"
"Izoklakeite","Izoklakeite","1983"
"Jáchymovite","Jachymovite","1994"
"Jacobsite","Jacobsite","1869"
"Jacquesdietrichite","Jacquesdietrichite","2003"
"Jacutingaite","Jacutingaite","2010"
"Jadarite","Jadarite","2006"
"Jadeite","Jadeite","1863"
"Jaffeite","Jaffeite","1987"
"Jagoite","Jagoite","1957"
"Jagowerite","Jagowerite","1973"
"Jagüéite","Jagueite","2002"
"Jahnsite-(CaFeMg)","Jahnsite-(CaFeMg)","2013"
"Jahnsite-(CaMnFe)","Jahnsite-(CaMnFe)","1978"
"Jahnsite-(CaMnMg)","Jahnsite-(CaMnMg)","1973"
"Jahnsite-(CaMnMn)","Jahnsite-(CaMnMn)","1987"
"Jahnsite-(CaMnZn)","Jahnsite-(CaMnZn)","2019"
"Jahnsite-(MnMnFe)","Jahnsite-(MnMnFe)","2018"
"Jahnsite-(MnMnMg)","Jahnsite-(MnMnMg)","2018"
"Jahnsite-(MnMnMn)","Jahnsite-(MnMnMn)","1978"
"Jahnsite-(MnMnZn)","Jahnsite-(MnMnZn)","2018"
"Jahnsite-(NaFeMg)","Jahnsite-(NaFeMg)","2007"
"Jahnsite-(NaMnMg)","Jahnsite-(NaMnMg)","2018"
"Jahnsite-(NaMnMn)","Jahnsite-(NaMnMn)","2019"
"Jaipurite","Jaipurite","1849"
"Jakobssonite","Jakobssonite","2011"
"Jalpaite","Jalpaite","1858"
"Jamborite","Jamborite","1971"
"Jamesite","Jamesite","1978"
"Jamesonite","Jamesonite","1825"
"Janchevite","Janchevite","2017"
"Janggunite","Janggunite","1975"
"Janhaugite","Janhaugite","1981"
"Jankovićite","Jankovicite","1993"
"Jarandolite","Jarandolite","1995"
"Jarlite","Jarlite","1933"
"Jarosewichite","Jarosewichite","1981"
"Jarosite","Jarosite","1852"
"Jaskólskiite","Jaskolskiite","1982"
"Jasmundite","Jasmundite","1981"
"Jasonsmithite","Jasonsmithite","2020"
"Jasrouxite","Jasrouxite","2012"
"Jaszczakite","Jaszczakite","2016"
"Javorieite","Javorieite","2016"
"Jeanbandyite","Jeanbandyite","1980"
"Jeankempite","Jeankempite","2018"
"Jedwabite","Jedwabite","1995"
"Jeffbenite","Jeffbenite","2014"
"Jeffreyite","Jeffreyite","1982"
"Jennite","Jennite","1965"
"Jensenite","Jensenite","1994"
"Jentschite","Jentschite","1993"
"Jeppeite","Jeppeite","1980"
"Jeremejevite","Jeremejevite","1883"
"Jerrygibbsite","Jerrygibbsite","1981"
"Jervisite","Jervisite","1980"
"Ježekite","Jezekite","2014"
"Jianshuiite","Jianshuiite","1990"
"Jimboite","Jimboite","1963"
"Jimthompsonite","Jimthompsonite","1977"
"Jingsuiite","Jingsuiite","2019"
"Jinshajiangite","Jinshajiangite","1981"
"Joanneumite","Joanneumite","2012"
"Joaquinite-(Ce)","Joaquinite-(Ce)","1909"
"Joegoldsteinite","Joegoldsteinite","2015"
"Joëlbruggerite","Joelbruggerite","2008"
"Joesmithite","Joesmithite","1968"
"Johachidolite","Johachidolite","1942"
"Johanngeorgenstadtite","Johanngeorgenstadtite","2020"
"Johannite","Johannite","1830"
"Johannsenite","Johannsenite","1938"
"Johillerite","Johillerite","1980"
"Johnbaumite","Johnbaumite","1980"
"Johninnesite","Johninnesite","1985"
"Johnkoivulaite","Johnkoivulaite","2019"
"Johnsenite-(Ce)","Johnsenite-(Ce)","2004"
"Johnsomervilleite","Johnsomervilleite","1979"
"Johntomaite","Johntomaite","1999"
"Johnwalkite","Johnwalkite","1985"
"Jôkokuite","Jokokuite","1976"
"Joliotite","Joliotite","1974"
"Jolliffeite","Jolliffeite","1989"
"Jonassonite","Jonassonite","2004"
"Jonesite","Jonesite","1976"
"Joosteite","Joosteite","2005"
"Jordanite","Jordanite","1864"
"Jordisite","Jordisite","1909"
"Jørgensenite","Jorgensenite","1995"
"Jörgkellerite","Jorgkellerite","2015"
"Joséite-A","Joseite-A","1853"
"Joséite-B","Joseite-B","1949"
"Joteite","Joteite","2012"
"Jouravskite","Jouravskite","1965"
"Juabite","Juabite","1996"
"Juangodoyite","Juangodoyite","2004"
"Juanitaite","Juanitaite","1999"
"Juanite","Juanite","1932"
"Juansilvaite","Juansilvaite","2015"
"Julgoldite-(Fe<sup>2+</sup>)","Julgoldite-(Fe2+)","1966"
"Julgoldite-(Fe<sup>3+</sup>)","Julgoldite-(Fe3+)","1971"
"Julgoldite-(Mg)","Julgoldite-(Mg)","1972"
"Julienite","Julienite","1928"
"Jungite","Jungite","1977"
"Junitoite","Junitoite","1975"
"Junoite","Junoite","1974"
"Juonniite","Juonniite","1996"
"Jurbanite","Jurbanite","1974"
"Jusite","Jusite","1943"
"Kaatialaite","Kaatialaite","1982"
"Kadyrelite","Kadyrelite","1986"
"Kaersutite","Kaersutite","1893"
"Kahlenbergite","Kahlenbergite","2019"
"Kahlerite","Kahlerite","1953"
"Kainite","Kainite","1865"
"Kainosite-(Y)","Kainosite-(Y)","1886"
"Kainotropite","Kainotropite","2015"
"Kaitianite","Kaitianite","2018"
"Kalborsite","Kalborsite","1979"
"Kalgoorlieite","Kalgoorlieite","2015"
"Kaliborite","Kaliborite","1889"
"Kalicinite","Kalicinite","1865"
"Kalifersite","Kalifersite","1996"
"Kalininite","Kalininite","1984"
"Kalinite","Kalinite","1868"
"Kaliochalcite","Kaliochalcite","2013"
"Kaliophilite","Kaliophilite","1887"
"Kalistrontite","Kalistrontite","1962"
"Kalithallite","Kalithallite","2017"
"Kalsilite","Kalsilite","1942"
"Kalungaite","Kalungaite","2004"
"Kamaishilite","Kamaishilite","1980"
"Kamarizaite","Kamarizaite","2008"
"Kambaldaite","Kambaldaite","1982"
"Kamchatkite","Kamchatkite","1987"
"Kamenevite","Kamenevite","2017"
"Kamiokite","Kamiokite","1975"
"Kamitugaite","Kamitugaite","1983"
"Kamotoite-(Y)","Kamotoite-(Y)","1985"
"Kampelite","Kampelite","2017"
"Kampfite","Kampfite","2000"
"Kamphaugite-(Y)","Kamphaugite-(Y)","1987"
"Kanemite","Kanemite","1971"
"Kangite","Kangite","2011"
"Kangjinlaite","Kangjinlaite","2021"
"Kaňkite","Kankite","1975"
"Kannanite","Kannanite","2015"
"Kanoite","Kanoite","1977"
"Kanonaite","Kanonaite","1976"
"Kanonerovite","Kanonerovite","1997"
"Kaolinite","Kaolinite","1867"
"Kapellasite","Kapellasite","2005"
"Kapitsaite-(Y)","Kapitsaite-(Y)","1998"
"Kapundaite","Kapundaite","2009"
"Kapustinite","Kapustinite","2003"
"Karasugite","Karasugite","1993"
"Karchevskyite","Karchevskyite","2005"
"Karelianite","Karelianite","1963"
"Karenwebberite","Karenwebberite","2011"
"Karibibite","Karibibite","1973"
"Karlditmarite","Karlditmarite","2021"
"Karlite","Karlite","1980"
"Karnasurtite-(Ce)","Karnasurtite-(Ce)","1959"
"Karpenkoite","Karpenkoite","2014"
"Karpinskite","Karpinskite","1956"
"Karpovite","Karpovite","2013"
"Karupmøllerite-Ca","Karupmollerite-Ca","2001"
"Kasatkinite","Kasatkinite","2011"
"Kashinite","Kashinite","1982"
"Kaskasite","Kaskasite","2013"
"Kasolite","Kasolite","1921"
"Kassite","Kassite","1965"
"Kastningite","Kastningite","1997"
"Katayamalite","Katayamalite","1982"
"Katerinopoulosite","Katerinopoulosite","2017"
"Katiarsite","Katiarsite","2014"
"Katoite","Katoite","1982"
"Katophorite","Katophorite","1894"
"Katoptrite","Katoptrite","1917"
"Katsarosite","Katsarosite","2020"
"Kawazulite","Kawazulite","1968"
"Kayrobertsonite","Kayrobertsonite","2015"
"Kazakhstanite","Kazakhstanite","1988"
"Kazakovite","Kazakovite","1973"
"Kazanskyite","Kazanskyite","2011"
"Keckite","Keckite","1977"
"Kegelite","Kegelite","1974"
"Kegginite","Kegginite","2015"
"Keilite","Keilite","2001"
"Keithconnite","Keithconnite","1978"
"Keiviite-(Y)","Keiviite-(Y)","1984"
"Keiviite-(Yb)","Keiviite-(Yb)","1982"
"Keldyshite","Keldyshite","1962"
"Kellyite","Kellyite","1974"
"Kelyanite","Kelyanite","1981"
"Kemmlitzite","Kemmlitzite","1967"
"Kempite","Kempite","1924"
"Kenhsuite","Kenhsuite","1996"
"Kenngottite","Kenngottite","2019"
